cls	acc	F1	bal_acc	cal_F1	MCC	Avg	tp	tn	fp	fn	support	total	model	filename
40	0.947	0.827	0.869	0.845	0.801	0.836	3067	19751	272	1011	4078	24101	coastnet	./predictions/ATL24_20210816123941_08231203_005_01_gt3r_0_classified_4.csv
40	0.971	0.788	0.893	0.874	0.773	0.832	1375	23345	402	337	1712	25459	coastnet	./predictions/ATL24_20220207164046_07241406_005_01_gt1l_0_classified_4.csv
40	0.989	0.682	0.851	0.824	0.677	0.759	307	26324	160	126	433	26917	coastnet	./predictions/ATL24_20221209191918_12231701_006_01_gt3r_0_classified_4.csv
40	0.970	0.756	0.816	0.773	0.757	0.775	738	14558	51	425	1163	15772	coastnet	./predictions/ATL24_20190916095834_12270401_006_02_gt3r_0_classified_4.csv
40	0.932	0.901	0.925	0.899	0.849	0.894	3465	6978	388	374	3839	11205	coastnet	./predictions/ATL24_20210316175909_12631014_005_01_gt1r_0_classified_4.csv
40	0.930	0.796	0.836	0.803	0.772	0.802	340	1974	14	160	500	2488	coastnet	./predictions/ATL24_20191015083439_02820501_006_02_gt2r_0_classified_4.csv
40	0.923	0.907	0.921	0.890	0.842	0.890	11510	17039	1218	1149	12659	30916	coastnet	./predictions/ATL24_20200826091639_09470807_005_01_gt2l_1_classified_4.csv
40	0.879	0.073	0.519	0.073	0.182	0.212	19	3512	0	484	503	4015	coastnet	./predictions/ATL24_20230115054429_03921807_006_01_gt1r_0_classified_4.csv
40	0.919	0.872	0.933	0.892	0.822	0.880	9048	21374	2317	347	9395	33086	coastnet	./predictions/ATL24_20191027211532_04730506_005_01_gt3r_0_classified_4.csv
40	0.875	0.116	0.572	0.340	0.083	0.278	875	92081	10601	2671	3546	106228	coastnet	./predictions/ATL24_20220102124121_01721401_006_01_gt2r_0_classified_4.csv
40	0.960	0.755	0.817	0.775	0.749	0.774	932	13414	79	525	1457	14950	coastnet	./predictions/ATL24_20201201173227_10470902_005_01_gt1l_0_classified_4.csv
40	0.840	0.811	0.833	0.784	0.683	0.778	8600	12449	1008	3010	11610	25067	coastnet	./predictions/ATL24_20211227185523_00841406_005_01_gt2l_0_classified_4.csv
40	0.932	0.240	0.635	0.448	0.214	0.384	1366	117586	5664	2970	4336	127586	coastnet	./predictions/ATL24_20220720155203_04391603_005_01_gt2r_0_classified_4.csv
40	0.968	0.064	0.561	0.245	0.065	0.234	68	59074	1581	394	462	61117	coastnet	./predictions/ATL24_20210806010448_06631202_005_01_gt2r_0_classified_4.csv
40	0.940	0.939	0.941	0.928	0.883	0.923	12138	12724	282	1302	13440	26446	coastnet	./predictions/ATL24_20181027185143_04450108_005_01_gt3r_0_classified_4.csv
40	0.979	0.884	0.950	0.941	0.873	0.912	5130	57549	879	472	5602	64030	coastnet	./predictions/ATL24_20220228115325_10421401_005_01_gt1l_0_classified_4.csv
40	0.898	0.868	0.915	0.862	0.798	0.861	1557	2584	428	44	1601	4613	coastnet	./predictions/ATL24_20190310163417_11030208_005_01_gt2l_0_classified_4.csv
40	0.964	0.811	0.887	0.866	0.791	0.839	4941	55967	997	1308	6249	63213	coastnet	./predictions/ATL24_20210121054253_04311007_005_01_gt1r_1_classified_4.csv
40	0.996	0.333	0.626	0.402	0.349	0.428	106	104714	111	314	420	105245	coastnet	./predictions/ATL24_20220614155706_12761507_006_01_gt2r_0_classified_4.csv
40	0.941	0.949	0.938	0.905	0.878	0.918	18430	13024	1070	912	19342	33436	coastnet	./predictions/ATL24_20190521223548_08190314_005_01_gt1l_0_classified_4.csv
40	0.974	0.106	0.786	0.725	0.180	0.449	512	321083	8328	346	858	330269	coastnet	./predictions/ATL24_20220224090016_09791402_005_01_gt3l_0_classified_4.csv
40	0.952	0.901	0.920	0.907	0.872	0.900	17978	60767	893	3056	21034	82694	coastnet	./predictions/ATL24_20200412154110_02610708_005_01_gt1r_0_classified_4.csv
40	0.993	0.884	0.916	0.908	0.882	0.898	8678	293874	549	1718	10396	304819	coastnet	./predictions/ATL24_20210205203105_06691014_005_01_gt1r_0_classified_4.csv
40	0.947	0.894	0.910	0.897	0.863	0.891	18851	60829	678	3807	22658	84165	coastnet	./predictions/ATL24_20220108092012_02611408_006_01_gt1l_0_classified_4.csv
40	0.975	0.861	0.909	0.897	0.848	0.879	3061	34993	354	632	3693	39040	coastnet	./predictions/ATL24_20201016023809_03350902_005_01_gt1l_0_classified_4.csv
40	0.989	0.765	0.825	0.788	0.772	0.788	889	47238	72	474	1363	48673	coastnet	./predictions/ATL24_20210214143845_08031010_005_01_gt1r_0_classified_4.csv
40	0.988	0.774	0.833	0.799	0.779	0.796	1499	72227	125	748	2247	74599	coastnet	./predictions/ATL24_20200716073232_03200803_005_01_gt3l_0_classified_4.csv
40	0.943	0.854	0.909	0.887	0.818	0.867	55706	257936	9415	9624	65330	332681	coastnet	./predictions/ATL24_20220710041010_02791601_005_01_gt2r_0_classified_4.csv
40	0.979	0.829	0.880	0.862	0.822	0.848	15701	283990	1645	4811	20512	306147	coastnet	./predictions/ATL24_20220825054259_09821608_005_01_gt3r_1_classified_4.csv
40	0.927	0.918	0.929	0.892	0.853	0.898	11565	14645	1379	694	12259	28283	coastnet	./predictions/ATL24_20200727124034_04910807_005_01_gt1l_0_classified_4.csv
40	0.974	0.389	0.836	0.798	0.423	0.612	1687	192978	4551	742	2429	199958	coastnet	./predictions/ATL24_20220713201720_03351602_005_01_gt3r_0_classified_4.csv
40	0.992	0.863	0.893	0.880	0.863	0.875	1488	59722	74	400	1888	61684	coastnet	./predictions/ATL24_20220729194415_05791602_005_01_gt1r_0_classified_4.csv
40	0.945	0.881	0.910	0.893	0.847	0.883	77625	284249	6252	14720	92345	382846	coastnet	./predictions/ATL24_20220825124020_09861614_005_01_gt1r_0_classified_4.csv
40	0.947	0.655	0.756	0.677	0.655	0.686	11193	201832	1447	10364	21557	224836	coastnet	./predictions/ATL24_20200812103958_07340808_005_01_gt3l_0_classified_4.csv
40	0.815	0.065	0.699	0.596	0.107	0.367	2147	270624	60431	1556	3703	334758	coastnet	./predictions/ATL24_20200814185852_07700806_005_01_gt1l_0_classified_4.csv
40	0.923	0.917	0.923	0.888	0.845	0.893	11553	13615	1196	907	12460	27271	coastnet	./predictions/ATL24_20200826091639_09470807_005_01_gt2l_0_classified_4.csv
