cls	acc	F1	bal_acc	cal_F1	MCC	Avg	tp	tn	fp	fn	support	total	model	filename
40	0.927	0.657	0.788	0.728	0.620	0.698	215	2645	85	139	354	3084	coastnet	./predictions/ATL24_20221012141554_03341701_005_01_gt1r_1_classified_2.csv
40	0.748	0.766	0.793	0.732	0.565	0.714	2731	2226	127	1542	4273	6626	coastnet	./predictions/ATL24_20210925114800_00461308_005_01_gt3l_0_classified_2.csv
40	0.938	0.813	0.898	0.872	0.776	0.840	709	4245	192	135	844	5281	coastnet	./predictions/ATL24_20221213071642_12761707_006_01_gt3r_0_classified_2.csv
40	0.952	0.851	0.878	0.859	0.831	0.855	725	4300	27	227	952	5279	coastnet	./predictions/ATL24_20230213042035_08341807_006_01_gt2l_0_classified_2.csv
40	0.969	0.868	0.942	0.929	0.852	0.898	1925	16572	386	198	2123	19081	coastnet	./predictions/ATL24_20200212214153_07360601_005_01_gt2r_0_classified_2.csv
40	0.948	0.927	0.942	0.924	0.887	0.920	2097	3969	153	178	2275	6397	coastnet	./predictions/ATL24_20200212214153_07360601_005_01_gt2r_1_classified_2.csv
40	0.983	0.746	0.811	0.766	0.753	0.769	886	32973	67	536	1422	34462	coastnet	./predictions/ATL24_20190101023251_00560202_005_01_gt1l_0_classified_2.csv
40	0.980	0.868	0.904	0.892	0.859	0.881	2215	30017	167	507	2722	32906	coastnet	./predictions/ATL24_20200831063523_10220802_005_01_gt2l_0_classified_2.csv
40	0.992	0.721	0.803	0.755	0.730	0.752	253	22845	33	163	416	23294	coastnet	./predictions/ATL24_20221209191918_12231701_006_01_gt1r_0_classified_2.csv
40	0.951	0.865	0.926	0.907	0.836	0.883	7049	35635	1316	884	7933	44884	coastnet	./predictions/ATL24_20211009134021_02611308_006_01_gt1l_0_classified_2.csv
40	0.934	0.607	0.808	0.756	0.574	0.686	1334	23241	1033	691	2025	26299	coastnet	./predictions/ATL24_20210325203928_00161102_005_01_gt1r_0_classified_2.csv
40	0.962	0.756	0.822	0.782	0.747	0.777	99	1532	11	53	152	1695	coastnet	./predictions/ATL24_20210413202331_03061102_005_01_gt3r_0_classified_2.csv
40	0.968	0.847	0.917	0.902	0.829	0.874	13963	136919	2666	2393	16356	155941	coastnet	./predictions/ATL24_20220413185245_03311507_005_02_gt1l_0_classified_2.csv
