cls	acc	F1	bal_acc	cal_F1	MCC	Avg	tp	tn	fp	fn	support	total	model	filename
0	0.880	0.713	0.794	0.735	0.647	0.722	2162	10665	486	1257	3419	14570	coastnet	./predictions/ATL24_20220114025039_03491401_005_01_gt1r_0_classified_1.csv
40	0.962	0.741	0.806	0.759	0.739	0.761	788	13231	62	489	1277	14570	coastnet	./predictions/ATL24_20220114025039_03491401_005_01_gt1r_0_classified_1.csv
41	0.918	0.943	0.872	0.797	0.815	0.857	9874	3498	1198	0	9874	14570	coastnet	./predictions/ATL24_20220114025039_03491401_005_01_gt1r_0_classified_1.csv
0	0.888	0.702	0.840	0.790	0.637	0.742	2689	15452	1456	824	3513	20421	coastnet	./predictions/ATL24_20190502100350_05210312_005_01_gt3l_1_classified_1.csv
40	0.936	0.092	0.862	0.823	0.187	0.491	67	19037	1299	18	85	20421	coastnet	./predictions/ATL24_20190502100350_05210312_005_01_gt3l_1_classified_1.csv
41	0.849	0.903	0.844	0.782	0.591	0.780	14325	3013	585	2498	16823	20421	coastnet	./predictions/ATL24_20190502100350_05210312_005_01_gt3l_1_classified_1.csv
0	0.825	0.566	0.807	0.738	0.496	0.652	3071	19056	3842	859	3930	26828	coastnet	./predictions/ATL24_20200606090624_10970705_005_01_gt3l_0_classified_1.csv
40	0.988	0.123	0.533	0.124	0.231	0.253	23	26476	5	324	347	26828	coastnet	./predictions/ATL24_20200606090624_10970705_005_01_gt3l_0_classified_1.csv
41	0.837	0.897	0.822	0.752	0.539	0.753	19033	3423	854	3518	22551	26828	coastnet	./predictions/ATL24_20200606090624_10970705_005_01_gt3l_0_classified_1.csv
0	0.972	0.899	0.971	0.957	0.886	0.928	5056	34178	970	162	5218	40366	coastnet	./predictions/ATL24_20221213071642_12761707_006_01_gt2r_0_classified_1.csv
40	0.993	0.834	0.865	0.844	0.840	0.846	746	39324	22	274	1020	40366	coastnet	./predictions/ATL24_20221213071642_12761707_006_01_gt2r_0_classified_1.csv
41	0.978	0.987	0.977	0.965	0.922	0.963	33416	6082	156	712	34128	40366	coastnet	./predictions/ATL24_20221213071642_12761707_006_01_gt2r_0_classified_1.csv
0	0.875	0.908	0.840	0.759	0.742	0.812	38282	16410	7287	493	38775	62472	coastnet	./predictions/ATL24_20210228002801_10081007_005_01_gt3r_1_classified_1.csv
