cls	acc	F1	bal_acc	cal_F1	MCC	Avg	tp	tn	fp	fn	support	total	model	filename
40	0.883	0.741	0.799	0.746	0.692	0.745	788	3357	62	489	1277	4696	coastnet	./predictions/ATL24_20220114025039_03491401_005_01_gt1r_0_classified_1.csv
40	0.929	0.343	0.860	0.819	0.392	0.604	67	3274	239	18	85	3598	coastnet	./predictions/ATL24_20190502100350_05210312_005_01_gt3l_1_classified_1.csv
40	0.923	0.123	0.533	0.124	0.220	0.250	23	3925	5	324	347	4277	coastnet	./predictions/ATL24_20200606090624_10970705_005_01_gt3l_0_classified_1.csv
40	0.955	0.841	0.865	0.843	0.828	0.844	746	5210	8	274	1020	6238	coastnet	./predictions/ATL24_20221213071642_12761707_006_01_gt2r_0_classified_1.csv
40	0.976	0.723	0.801	0.752	0.725	0.750	1281	38622	153	830	2111	40886	coastnet	./predictions/ATL24_20210228002801_10081007_005_01_gt3r_1_classified_1.csv
40	0.976	0.926	0.935	0.929	0.914	0.926	3605	20493	52	528	4133	24678	coastnet	./predictions/ATL24_20220819011237_08881601_005_01_gt1r_0_classified_1.csv
40	0.988	0.586	0.730	0.630	0.604	0.638	146	17068	36	170	316	17420	coastnet	./predictions/ATL24_20200908045256_11430803_005_01_gt1l_0_classified_1.csv
40	0.977	0.879	0.924	0.914	0.867	0.896	7184	76579	783	1186	8370	85732	coastnet	./predictions/ATL24_20220826063606_09981606_005_01_gt1r_0_classified_1.csv
40	0.996	0.248	0.650	0.463	0.250	0.403	78	128927	294	180	258	129479	coastnet	./predictions/ATL24_20220614155706_12761507_006_01_gt3r_0_classified_1.csv
40	0.925	0.319	0.596	0.325	0.396	0.409	663	34370	82	2743	3406	37858	coastnet	./predictions/ATL24_20220106124003_02331402_005_01_gt1r_0_classified_1.csv
40	0.993	0.767	0.925	0.916	0.767	0.844	2154	171570	944	365	2519	175033	coastnet	./predictions/ATL24_20190815001209_07320402_006_02_gt1l_0_classified_1.csv
40	0.910	0.377	0.618	0.383	0.436	0.453	705	22908	82	2247	2952	25942	coastnet	./predictions/ATL24_20210929050658_01031306_006_02_gt1r_0_classified_1.csv
40	0.947	0.296	0.587	0.296	0.403	0.395	502	42253	5	2387	2889	45147	coastnet	./predictions/ATL24_20200621213827_13340706_005_01_gt1r_0_classified_1.csv
40	0.963	0.943	0.951	0.942	0.916	0.938	9885	21146	301	905	10790	32237	coastnet	./predictions/ATL24_20230407113920_02611908_006_01_gt2l_0_classified_1.csv
40	0.949	0.958	0.939	0.893	0.896	0.921	9703	5948	778	69	9772	16498	coastnet	./predictions/ATL24_20200527120937_09460708_005_01_gt2l_0_classified_1.csv
40	0.881	0.854	0.871	0.838	0.762	0.831	22486	34618	1708	5994	28480	64806	coastnet	./predictions/ATL24_20220905155636_11571601_005_01_gt2r_0_classified_1.csv
40	0.942	0.724	0.800	0.748	0.708	0.745	1758	20033	222	1120	2878	23133	coastnet	./predictions/ATL24_20210804181159_06431207_005_01_gt1r_0_classified_1.csv
40	0.856	0.663	0.753	0.672	0.607	0.674	4437	22318	636	3870	8307	31261	coastnet	./predictions/ATL24_20211030140019_05821307_005_01_gt3l_1_classified_1.csv
40	0.971	0.770	0.852	0.823	0.757	0.801	9667	184303	1895	3878	13545	199743	coastnet	./predictions/ATL24_20220413185245_03311507_005_02_gt3l_1_classified_1.csv
40	0.993	0.897	0.927	0.920	0.894	0.910	1171	34635	72	197	1368	36075	coastnet	./predictions/ATL24_20220830201152_10681602_005_01_gt2r_0_classified_1.csv
40	0.902	0.429	0.848	0.798	0.444	0.630	2741	64261	6559	739	3480	74300	coastnet	./predictions/ATL24_20210714141155_03201203_005_01_gt1r_0_classified_1.csv
40	0.841	0.781	0.818	0.767	0.670	0.759	59199	116358	7632	25548	84747	208737	coastnet	./predictions/ATL24_20220327081214_00651501_005_01_gt3l_0_classified_1.csv
40	0.962	0.678	0.781	0.719	0.672	0.713	956	21786	187	720	1676	23649	coastnet	./predictions/ATL24_20220426062938_05221502_005_02_gt3l_0_classified_1.csv
40	0.801	0.818	0.804	0.723	0.625	0.743	136424	106454	49908	10614	147038	303400	coastnet	./predictions/ATL24_20201018093115_03700901_005_01_gt2l_0_classified_1.csv
